"Hostname","IP de Conexión","Marca","Modelo","Nombre","Puerto de Conexión","Status","Usuario Core","Activar Radius","Activar Vlans Core","Activo","Activos","Asignar MAC para CALLER ID","Astate","Asset Type","Calle","Clave PPPoE","Codigo interno","Codigo Postal","Color","CVLAN","Desactivar Core","Desactivar OLT","Descripción","DHCP Leases","Display Name","Edificio/Zona","Ejecutado desde el Botón","Extraer IP ARP","Extraer IP Lease","Fecha de Geolocalización","Fecha de Instalación","Fibra Óptica","Firmware Version","FTTB","Generado?","Gestión de Cola Padre","Habilitar múltiples Vlans","Habilitar Dhcp Static","ID externo","Interface","IP Address","Is Follower","Latitud","Longitud","Marca/ID externo","Mikrotik Radius","Mostrar MAC","Nodo/ID externo","Nodos/ID externo","Notes","Number of Actions","Number of errors","Número","Password","Password Nass","Password PPPoE","Pool de IPs Único","Poolip","Portal Access URL","PPPoE Medio Inalámbrico","Profile PPPoE","Profiles VSOL","Puerto COA","Puerto por Tarjeta","Radius Server IP","Radius Shared Secret","Reconexión IP+Address-List","Security Token","Simple Queues","Serial Number","SMS Delivery error","Suspendidos","Tarjeta Slot","SVLAN","Tipo de Conexión","Tipos de Control","Usar Pool Dinámico","Tipo","User PROFILE","Versión Software","Vlans única"
"EdifSanPedro","","Mikrotik","hEX","ISP/CR2","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_199_77992175","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","2b938573b246a0be0160e4f69df96ddfa35bd381","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"EdifCodazzi","","Mikrotik","hEX","ISP/CR3","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_200_336cb55b","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","7293c8b4aebdc27fc978dea06873342cb1ebb324","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"EdifDonCruz","","Mikrotik","hEX","ISP/CR4","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR4 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_201_9117fdcf","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","d3a85ceeb8d35a48b6e14dc5cb5d18e93fc5d285","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"LaMansion","172.16.255.6","Mikrotik","RB4011iGS+","MANS/CR4","21000","Activo","lmoraperez","True","","True","","","new","core","","","","","","","","","mk","","MANS/CR4 (YourCompany)","","","","","","","","6.49.17 (stable)","","","","","","__export__.isp_core_202_f0af1943","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_29_6e79ffc9","","","0","0","","DYhVl9vw4i","1ace8c8ecafb03961c76bbed8719afe22e99a36b","","","","#","","","","1700","0","","","","","","D4490DFDC446","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"ParquePradoA","","Mikrotik","hEX","MANS/CR2","","Down","","True","","True","","","new","core","","","","","","","","","mk","","MANS/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_203_5a42e13e","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_29_6e79ffc9","","","0","0","","","ecef2580a5c4d72c07ff7e2ee0f53ff678ad9ceb","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"PradoHumboldt","","Mikrotik","RB750Pr2","MANS/CR3","","Down","","True","","True","","","new","core","","","","","","","","","mk","","MANS/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_204_495f92f6","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_29_6e79ffc9","","","0","0","","","7c0432ee00e097be7a4ae6c6cb459ef3e81cc862","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"PDE2","","Mikrotik","RB2011UiAS","PDE/CR1","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","PDE/CR1 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_205_dc141ce3","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_30_16479017","","","0","0","","","c029f4837a3264922e6e085e212e22c43c88cdf2","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"TorreHumboldt","","Mikrotik","RB4011iGS+","THBO/CR1","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","THBO/CR1 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_206_755ab21a","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_31_3afcf6a0","","","0","0","","","c07ac4a1a98a47bae86066d8cba003b0cd4207f4","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","7.16.1",""
"ParquePradoB","","Mikrotik","hEX","THBO/CR2","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","THBO/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_207_4b44bbc5","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_31_3afcf6a0","","","0","0","","","29df424a6057caa2aad7c90a3b8fde326a667d85","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"Valle","","Mikrotik","hEX","VALL/CR1","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","VALL/CR1 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_208_5744efd2","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_32_1f2da8e1","","","0","0","","","a1cdfc412628b8b27d9b2affa1545ac296f4e8e2","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"Bloque10","","Mikrotik","hEX","VALL/CR2","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","VALL/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_209_d99909ab","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_32_1f2da8e1","","","0","0","","","5b6e5eee7d229165826a5d22c2ce3f0d73626fdb","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"EdifVincenzo","","Mikrotik","RB4011iGS+","VCNZ/CR1","","Down","","True","","True","","","new","core","","","","","","","","","mk","","VCNZ/CR1 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_210_c7593279","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_33_dc7758a4","","","0","0","","","f27bb21d269b12c86490588d55d0298c39b3aba6","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.7",""
"EdifDonPedro","","Mikrotik","RB750Gr3","VCNZ/CR2","","Activo","","True","","True","","","new","core","","","","","","","","","mk","","VCNZ/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_212_45285f00","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_33_dc7758a4","","","0","0","","","e7c7bb46628701b630b2918fff46f40159184c3d","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"Access-Carapita-01","","Mikrotik","CCR2004-16G-2S+","CRPT/CR2","","Down","","True","","True","","","new","core","","","","","","","","","mk","","CRPT/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_217_e53eb720","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_36_3a8b68ad","","","0","0","","","db1c879cde2d2a84badc4150e88b20a4691af950","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.6",""
"Access-Carapita-02","","Mikrotik","CCR2004-16G-2S+","CRPT/CR3","","Down","","True","","True","","","new","core","","","","","","","","","mk","","CRPT/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_218_43f37ae1","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_36_3a8b68ad","","","0","0","","","f96df4c9f52c1f30a2deb9f141f546dec073b8b7","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.6",""
"Access-Carapita-03","","Mikrotik","CCR2116-12G-4S+","CRPT/CR4","","Down","","True","","True","","","new","core","","","","","","","","","mk","","CRPT/CR4 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_219_fc32ff30","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_36_3a8b68ad","","","0","0","","","WNuemzgH4yQw32rcf8RqUv","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.1",""
"EdifSanMiguel","","Mikrotik","RB750Gr3","BSVL/CR14","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR14 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_222_81fd057c","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","","","0","0","","","a92875da7d47cd8869aaf35dd55d699f499b35c0","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"Access-LaPaz-01","","Mikrotik","CCR2004-16G-2S+","LPAZ/CR2","","Down","","True","","True","","","new","core","","","","","","","","","mk","","LPAZ/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_225_4a7c90a6","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_39_ae08259d","__export__.isp_node_39_ae08259d","","0","0","","","PY8xFS4vDa8oTo8","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16",""
"Access-LaPaz-02","","Mikrotik","CCR2004-16G-2S+","LPAZ/CR3","","Down","","True","","True","","","new","core","","","","","","","","","mk","","LPAZ/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_226_e5ea0803","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_39_ae08259d","__export__.isp_node_39_ae08259d","","0","0","","","qMosX8nuSEk07NQ","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16",""
"Access-Coche-02","","Mikrotik","CCR2004-16G-2S+","COCH/CR7","","Down","","True","","True","","","new","core","","","","","","","","","mk","","COCH/CR7 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_227_f463e8b4","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_37_4c1f810c","","","0","0","","","ajJpsYQuhZqGgkPr8XcE5S","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16",""
"Access-Altagracia-01","","Mikrotik","CCR2004-16G-2S+","ALTG/CR2","","Down","","True","","True","","","new","core","","","","","","","","","mk","","ALTG/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_229_72de57e1","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_34_cc0a003f","","","0","0","","","j2WrZdzJEBkvufLQ9UXRTPMy6shGn4cgVYmSbAN7","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.2",""
"MiniCentroZagala","","Mikrotik","Hex","BSVL/CR15","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR15 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_230_63389997","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","","","0","0","","","LzGMtJWPxBSKvQsNkp9dDm","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.13",""
"Access-Carapita-04","","Mikrotik","CCR2004-16G-2S+","CRPT/CR5","","Down","","True","","True","","","new","core","","","","","","","","","mk","","CRPT/CR5 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_231_3cb2a4c4","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_36_3a8b68ad","","","0","0","","","pfbwQXFL4k7MrUNZdv8jPe","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.2",""
"EdifAvila","","Mikrotik","hEX","DORA/CR7","","Down","","True","","True","","","new","core","","","","","","","","","mk","","DORA/CR7 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_232_c9ac5ec8","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_26_8dcad79f","","","0","0","","","Spfj7A3RvWNB8rzLYePuHM","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.13",""
"EdifGuamacho","","Mikrotik","hEX","COCH/CR8","","Down","","True","","True","","","new","core","","","","","","","","","mk","","COCH/CR8 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_233_eb4a6a6f","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_37_4c1f810c","","","0","0","","","WBJnuT9Q5tPrw682F7XAex","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.13",""
"","","Mikrotik","","v","","Down","","","","True","","","new","core","","","","","","","","","","","v (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_234_ee473c99","","","","0.0","0.0","ayni_networks.mk","","","","","","0","0","","","","","","","#","","True","","","0","","","","","","","","","0","","ssh","","","Inactivo","","",""
"EdifPetrarca","","Mikrotik","hEX","HCHB/CR6","","Down","","True","","True","","","new","core","","","","","","","","","mk","","HCHB/CR6 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_235_f406d27e","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_38_b7eb6362","","","0","0","","","sAKW9kZBagjnQrFMy6TSGh","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.13",""
"Edif Aconcagua","","Mikrotik","hex","BSVL/CR16","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR16 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_236_44c71bd9","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","","","0","0","","","SxTeH9JFtaWszYhm3nPMQE","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"","","Mikrotik","","Access-Carapita-02","","Down","","","","True","","","new","core","","","","","","","","","","","Access-Carapita-02 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_237_a45b362c","","","","0.0","0.0","ayni_networks.mk","","","","","","0","0","","","","","","","#","","True","","","0","","","","","","","","","0","","ssh","","","Inactivo","","",""
"Access-Brisavila-01","","Mikrotik","CCR2116-12G-4G+","BSVL/CR17","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR17 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_238_1d68c6b4","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","__export__.isp_node_35_c0b750fd","","0","0","","","TzKraVpD9mSgfRsB6djUq3","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.2",""
"Access-Brisavila-02","","Mikrotik","CCR2116-12G-4G+","BSVL/CR18","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR18 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_239_0c0d11fe","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","","","0","0","","","sBNHWMeE87rbfQgYRwtU4j","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.2",""
"EdifPrisma","","Mikrotik","hEX","HCHB/CR7","","Down","","True","","True","","","new","core","","","","","","","","","mk","","HCHB/CR7 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_240_9bd0cbd6","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_38_b7eb6362","","","0","0","","","TzKraVpD9mSgfRsB6djUq3","","","","#","","True","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.14",""
"Edif Madrid","","Mikrotik","Hex","BSVL/CR19","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR19 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_241_89c7d585","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","","","0","0","","","YzaL8krBV7yT3up6Xte5MU","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.18",""
"Torre Jadim","","Mikrotik","Hex","DORA/CR8","","Down","","True","","True","","","new","core","","","","","","","","","mk","","DORA/CR8 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_242_bbfa5603","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_26_8dcad79f","","","0","0","","","pREc58fhK9SaQAe24UBZXs","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.7",""
"Edif Morichal","","Mikrotik","Hex","DORA/CR9","","Down","","True","","True","","","new","core","","","","","","","","","mk","","DORA/CR9 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_243_3086deb4","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_26_8dcad79f","","","0","0","","","c7QXS8G4K9sBaUnMVNz5mq","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.18",""
"Edif Llaeco torre A","","Mikrotik","Hex","HTML/CR5","","Down","","True","","True","","","new","core","","","","","","","","","mk","","HTML/CR5 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_244_07859d8b","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_27_db4b7151","","","0","0","","","RHzkyECNKB5DJn6bY83uhq","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.18",""
"Edif Brion","","Mikrotik","Hex","DORA/CR10","","Down","","True","","True","","","new","core","","","","","","","","","mk","","DORA/CR10 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_245_589f8ad2","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_26_8dcad79f","","","0","0","","","aM6ebTDKp2Av8RPgGyChEc","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.18",""
"Access-Coche-03","","Mikrotik","CCR2004-16G-2S+","COCH/CR9","","Down","","True","","True","","","new","core","","","","","","","","","mk","","COCH/CR9 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_246_f2ec1763","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_37_4c1f810c","","","0","0","","","CFY3qbDrnEkfGJu6sSejgp","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.2",""
"Access-Coche-04","","Mikrotik","CCR2004-16G-2S+","COCH/CR10","","Down","","True","","True","","","new","core","","","","","","","","","mk","","COCH/CR10 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_247_5d63da6d","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_37_4c1f810c","","","0","0","","","G2pRWrg4v8YuM7AjzHwU5P","","","","#","","","","","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.2",""
"","","Mikrotik","","Access-Carapita-0","","Down","","","","True","","","new","core","","","","","","","","","","","Access-Carapita-0 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_248_e4ed3d43","","","","0.0","0.0","ayni_networks.mk","","","","","","0","0","","","","","","","#","","True","","","0","","","","","","","","","0","","ssh","","","Inactivo","","",""
"Edf Centro Plaza las Mercedes","","Mikrotik","Hex","BSVL/CR20","","Down","","True","","True","","","new","core","","","","","","","","","mk","","BSVL/CR20 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_249_e967fc5b","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_35_c0b750fd","","","0","0","","","hfvR6BdGb57ctmMCEHDSPg","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","",""
"EdifLosChaguaramos","","Mikrotik","hEX","ISP/CR5","","Down","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR5 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_250_e7a52080","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","w6ERX3Q7cTD9urVmvta8Z4nFP","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.48.6",""
"Edif Parque Santa Monica","","Mikrotik","hEX","HCHB/CR8","","Down","","True","","True","","","new","core","","","","","","","","","mk","","HCHB/CR8 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_251_c4148ed7","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_38_b7eb6362","","","0","0","","","rqQJPy5tb2KYhx8Tu9Vs4SZcM","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.8",""
"Access-Altagracia-02","","Mikrotik","CCR2004-16G-2S+","ALTG/CR3","","Down","","True","","True","","","new","core","","","","","","","","","mk","","ALTG/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_252_e166a40c","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_34_cc0a003f","","","0","0","","","fJa8cLwZWYnzs2QV97KNqjhEG","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","Inactivo","","7.16.1",""
"Edif Yekuana","","Mikrotik","hEX","VSY/CR2","","Down","","True","","True","","","new","core","","","","","","","","","mk","","VSY/CR2 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_253_ec00caf3","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_114_becf636f","","","0","0","","","nJ5w0OTu5BbnuLhHsfMt","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.13",""
"Residencias Carlos Escarra Torre A","","Mikrotik","HEX","ISP/CR6","","Down","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR6 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_254_56fe33ce","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","KSeqt49M8rDd","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.18",""
"Residencias Carlos Escarra Torre B","","Mikrotik","HEX","ISP/CR7","","Down","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR7 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_255_52507f66","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","ep1b1sLOdjGyK5sBlOUD9v","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","",""
"Residencias Carlos Escarra Torre C","","Mikrotik","HEX","ISP/CR8","","Down","","True","","True","","","new","core","","","","","","","","","mk","","ISP/CR8 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_256_95dc1b0b","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_28_1ac09405","","","0","0","","","raTFrkuGlv7bMlHQfVeJP5","","","","#","","","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","",""
"Edif Las Cumbres","","Mikrotik","hEX","HTML/CR6","","Down","","True","","True","","","new","core","","","","","","","","","mk","","HTML/CR6 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_257_f2863801","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_27_db4b7151","","","0","0","","","xhefGGpsuXryZEdOUwyFbO","","","","#","","True","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.18",""
"Edif Los Moriches","","Mikrotik","hEX","HTML/CR7","","Down","","True","","True","","","new","core","","","","","","","","","mk","","HTML/CR7 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_258_b7ab0726","","","","0.0","0.0","ayni_networks.mk","","","__export__.isp_node_27_db4b7151","","","0","0","","","yAch7j4iw8Nok0R85l4ebb","","","","#","","True","","1700","0","","","","","","","","","0","","ssh","","","IP Asiganada por el sistema","","6.49.17",""
"","","","","PQCT/CR3","","","","","","True","","","new","core","","","","","","","","","","","PQCT/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_2327_cfac13f0","","","True","0.0","0.0","","","","__export__.isp_node_41_6d8bdb77","","","0","0","","","","","","","","","","","","0","","","","","","","","","0","","","","","","","",""
"","","","","PQCT/CR3","","","","True","","True","","","new","core","","","","","","","","","","","PQCT/CR3 (YourCompany)","","","","","","","","","","","","","","__export__.isp_core_2328_48b1f4ae","","","True","0.0","0.0","","","","__export__.isp_node_41_6d8bdb77","","","0","0","","","","","","","","","","","","0","","","","","","","","","0","","","","","","","",""
