start	end	text
2096000	2098000	vamos a abrirlo nosotros a ver quién hace las calculaciones
2098000	2100000	manualmente, quién lo revisa, qué tal.
2100000	2102000	Pero son procesos que también se pueden
2102000	2104000	automatizar perfectamente.
2104000	2106000	Que nada más cargamos
2106000	2108000	un mínimo
2108000	2110000	y luego cargálo de más.
2110000	2112000	Pero
2112000	2114000	lo ponemos en la cola.
2116000	2118000	Si en algún momento ves
2118000	2120000	y dices coño ya está todo montado
2120000	2122000	como que te vamos a botar tú y dices no
2122000	2124000	no espera pues no haces todo esto
2124000	2126000	podemos automatizar todos los funcionarios
2126000	2128000	de los muchachos porque tienen los
2128000	2130000	ah bueno si ya tienes unos meses más de trabajo.
2130000	2132000	Bien
2132000	2134000	salado.
2134000	2136000	Tiene lenguela por ahí.
2138000	2140000	Este
2140000	2142000	a ver
2142000	2144000	hablamos de las
2144000	2146000	IPEN, hablamos de quienes
2146000	2148000	usan
2150000	2152000	y hablamos de que bueno la verdad es que hay muchas de las
2152000	2154000	cosas que vamos a mantener
2154000	2156000	los manuales inicialmente y luego vemos
2156000	2158000	cómo hacemos para que se
2158000	2160000	de forma automática. Pero por ahora
2160000	2162000	todo lo que hemos hablado
2164000	2166000	de que mira
2166000	2168000	este equipo core
2168000	2170000	va a comunicarse con este radio
2170000	2172000	con esta clave
2172000	2174000	y usando este puerto core
2176000	2178000	lo vamos a agregar para que
2178000	2180000	ojo la tele
2180000	2182000	porque es bueno que la información esté cargada.
2184000	2186000	Estos puntos como tal
2186000	2188000	está como he venido hablando
2188000	2190000	si te has dado cuenta fíjate que
2190000	2192000	es una comunicación en equipo core
2192000	2194000	radio
2194000	2196000	pero lo estás llenando en ojo
2196000	2198000	que es muy cierto
2198000	2200000	que si bien se está indicando
2200000	2202000	la clave aquí
2202000	2204000	este
2204000	2206000	no hace nada inicialmente
2206000	2208000	a no ser de que se le agregue una función
2208000	2210000	de que bueno no se llenen el radio
2210000	2212000	por lo menos como mínimo
2212000	2214000	porque si el radio tenga la clave
2214000	2216000	es claro que después de esto
2216000	2218000	se hizo algo con eso
2218000	2220000	pero por ahora si te digo vamos a mantenerlo
2220000	2222000	vamos a darle oye y luego
2222000	2224000	se ve como está esa información
2224000	2226000	entonces bueno todo esto
2226000	2228000	si vale la pena ir agregando
2228000	2230000	algunas veces se usarán inmediatamente
2230000	2232000	estas cosas las vamos a seguir usando mal
2232000	2234000	pero o sea como sea es bueno tenerlo una vez
2234000	2236000	que esta parte si es la más
2236000	2238000	importante
2238000	2240000	bueno
2240000	2242000	este
2242000	2244000	necesitas tomar una foto
2244000	2246000	de esto
2246000	2248000	la pizarrita
2248000	2250000	esta fea pero
2252000	2254000	si logras entender algo
2254000	2256000	si es que a nivel de equipo core
2256000	2258000	no hay
2258000	2260000	más configuraciones que a nivel
2260000	2262000	de api
2262000	2264000	este
2264000	2266000	bueno los microtips
2266000	2268000	si debo decirlo
2268000	2270000	a nivel
2270000	2272000	lógico también es
2272000	2274000	entonces todo lo que puedas
2274000	2276000	hacer con
2276000	2278000	todo lo que se pase con el equipo lo vamos a poder hacer con api
2278000	2280000	este
2280000	2282000	lo que haga falta aquí en esta pantalla
2282000	2284000	o en el contrato
2284000	2286000	que recién es que van a querer ver
2286000	2288000	que si la velocidad
2288000	2290000	que si no se que
2292000	2294000	si
2294000	2296000	a ver
2296000	2298000	ponte aquí
2298000	2300000	aquí no, aquí la tele
2300000	2302000	las cosas
2302000	2304000	si eso se quiere
2304000	2306000	obviamente esa parte
2306000	2308000	no se quiere ver
2308000	2310000	pero voy con eso
2310000	2312000	voy con eso
2312000	2314000	este
2316000	2318000	porque que pudo
2318000	2320000	bueno el contrato de mi
2320000	2322000	aquí si te da miedo
2322000	2324000	si tienes un personal
2324000	2326000	obviamente ya
2326000	2328000	que diga de repente no va a perder más peso
2328000	2330000	en tu caso
2330000	2332000	porque ahí no iba a tener más peso
2332000	2334000	pero ¿por qué?
2334000	2336000	no se si tu estabas de casualidad o no, tu estabas en la reunión
2336000	2338000	con la gente de
2338000	2340000	de este o de ahí
2340000	2342000	este
2342000	2344000	pero los carajos básicamente se lanzaron
2344000	2346000	pero no lo he visto
2346000	2348000	básicamente se lanzaron
2348000	2350000	quieto mamagón a tu plan
2350000	2352000	aquí estoy
2352000	2354000	con los carajos
2354000	2356000	vamos a actualizar hoy
2356000	2358000	de la versión 15 a la 18
2358000	2360000	cuesta tanto
2360000	2362000	y
2362000	2364000	si quieren no la pasen
2364000	2366000	pero ten en cuenta que van a perder el soporte
2366000	2368000	si esta bien
2370000	2372000	entonces
2372000	2374000	yo
2374000	2376000	lo saludé ese tipo de
2376000	2378000	ese tipo de
2378000	2380000	entonces
2380000	2382000	para salir de ese tipo de gente
2382000	2384000	si se logra
2384000	2386000	replicar lo que tiene o
2386000	2388000	y es que ahorita
2388000	2390000	o está implementado
2390000	2392000	pero no me está dando la velocidad
2392000	2394000	de hecho
2394000	2396000	o no tienen ni idea
2396000	2398000	de cómo está la red
2398000	2400000	porque ejecuta cosas
2400000	2402000	pero él no tiene forma
2402000	2404000	de verificar si lo que él ejecutó se hizo
2404000	2406000	porque de paso no tiene
2406000	2408000	usaste la mesa
2408000	2410000	entonces
2410000	2412000	lanza comandos pero él no se si el comando
2412000	2414000	se le pudo bien, se le pudo mal, se le pudo mal
2414000	2416000	no sabe nada
2416000	2418000	que de hecho pasa
2418000	2420000	que si no es muy lejos
2420000	2422000	si no es muy lejos
2422000	2424000	el cliente inicialmente
2424000	2426000	te aparece en estado de instalación
2426000	2428000	y te aparece aquí como
2428000	2430000	retirado
2430000	2432000	y aquí aparece un botón que dice activa
2432000	2434000	activa
2434000	2436000	activas
2436000	2438000	y él pasa activo y te dice
2438000	2440000	todo bien
2440000	2442000	y ahora cuando te das para abajo dice
2442000	2444000	todo bien
2444000	2446000	pero
2446000	2448000	estas capturas
2448000	2450000	de repente no parecen
2452000	2454000	cuando te bajas la boleta
2454000	2456000	resulta que no confirma
2458000	2460000	y no tiene conexión
2460000	2462000	entonces esta lo baño
2462000	2464000	tiene que meterse a mano
2464000	2466000	pero ah coño
2466000	2468000	porque pasó eso
2468000	2470000	de repente se incontó algún parámetro
2470000	2472000	en la parte de infraestructura
2472000	2474000	de repente mira aquí coño
2474000	2476000	y de hecho que es un caso muy seguido
2478000	2480000	aquí no está
2480000	2482000	solo que se haya indicado la IP mal
2482000	2484000	del equipo core
2486000	2488000	pero como no se hizo algo bien
2488000	2490000	en la parte de infraestructura
2490000	2492000	entonces ahí está agregando un primer cliente
2492000	2494000	y ese primer cliente falla
2494000	2496000	porque bueno no está bien la parte de infraestructura
2496000	2498000	pero lo que digo con esto es que
2498000	2500000	como él no verifica
2500000	2502000	si lo que hizo está bien o está mal
2502000	2504000	no se entera si está bien o está mal
2504000	2506000	voy
2506000	2508000	más allá el caso más grave
2508000	2510000	los clientes cortados
2512000	2514000	ahí para acá
2514000	2516000	los clientes cortados
2518000	2520000	este está cortado
2524000	2526000	te dice cortado
2526000	2528000	este
2528000	2530000	pero que realmente le está cortado
2530000	2532000	bueno depende de
2532000	2534000	radiofibra óptica que teníamos por allá
2534000	2536000	pero no estoy soltando su pieza
2536000	2538000	si es fibra óptica
2538000	2540000	lo que hace es que va el OLT
2540000	2542000	y él borra un parámetro
2544000	2546000	que dentro del OLT es necesario
2546000	2548000	para terminar de levantar el enlace
2548000	2550000	entonces claro como que corta el camino
2550000	2552000	como decir como que se cortara el
2552000	2554000	inlo mitad camino para que no haya comunicación
2554000	2556000	pero ese comando falla
2558000	2560000	cuando llega el día de corte él empieza y dice
2560000	2562000	bueno mira tengo 800
2562000	2564000	2000 clientes que he cortado
2564000	2566000	en este OLT y entonces lo que se hace
2566000	2568000	es que conecta en cada uno y corta esto
2568000	2570000	corta esto
2570000	2572000	corta esto
2572000	2574000	entonces
2574000	2576000	que el comando teniente falló
2576000	2578000	no se dio cuenta
2578000	2580000	que falló
2580000	2582000	entonces cuando te vas a ver
2582000	2584000	el cliente todo el piezo viene
2586000	2588000	lo marco cortado y va a tener
2588000	2590000	acceso toda la vida
2590000	2592000	exactamente
2592000	2594000	lo que he tenido que hacer es que yo me metiera
2594000	2596000	o sea yo me lanzé a un tema
2596000	2598000	de unos escribes en Python
2598000	2600000	que uso la API Marketing
2600000	2602000	me exporto a todos los clientes
2602000	2604000	por photopeo
2604000	2606000	que tienen una sesión photopeo de ti
2608000	2610000	o sea que están conectados record
2610000	2612000	que los voy a conectar
2612000	2614000	y comparo con la lista de cortados
2616000	2618000	y conseguido 3 o 4
2618000	2620000	de repente en un usuario que mira
2620000	2622000	esto no lo corto
2622000	2624000	se le digo a Daniel anda y métete y le cortamos
2626000	2628000	porque no tiene una forma de repetir
2630000	2632000	dicho eso
2634000	2636000	dicho eso
2636000	2638000	si eso es lo que tiene Proaction
2638000	2640000	y eso es lo que se tiene a funcionar
2640000	2642000	en el momento que ya copias el uso
2642000	2644000	pues muy ilimitado que esta él
2644000	2646000	para mi ya supiendo para encima
2646000	2648000	y de ahí en adelante seguimos nosotros
2652000	2654000	hay alguna duda de comentar esta ahora
2654000	2656000	claro
2660000	2662000	la había visto que le habías tomado una foto
2666000	2668000	el resumen de estos
2668000	2670000	si en efecto es como lo mas
2670000	2672000	importante
2672000	2674000	IP, Radios, agregar la información
2674000	2676000	de la API Marketing
2676000	2678000	el resumen nuevamente
2678000	2680000	esta parte de Radios todavía
2680000	2682000	vamos a tener que cargarlo en acceso
2682000	2684000	y en el servidor Radios
2684000	2686000	inicialmente
2686000	2688000	el IP puerto silo
2688000	2690000	nunca usado
2690000	2692000	para poder hablar con el equipo core
2692000	2694000	y tener todo el tema de la API
2696000	2698000	y bueno
2698000	2700000	el usuario cortaseña
2700000	2702000	le damos una paquete, sea sencillo
2702000	2704000	que odio y diga voy a buscar este equipo core
2704000	2706000	busco el IP, busco el puerto
2706000	2708000	y uso este usuario cortaseña
2710000	2712000	y ya con esa primera parte
2712000	2714000	este
2714000	2716000	ya tenemos
2716000	2718000	la llave
2720000	2722000	te voy a mostrar como es el proceso de agregar un equipo core
2728000	2730000	el proceso es algo así
2730000	2732000	yo voy a hallar
2734000	2736000	y bueno no tengo mucho mas que mostrar
2736000	2738000	porque ya tenemos todo lo que hay
2738000	2740000	usuario, versión
2740000	2742000	tal, tal, tal, tal
2746000	2748000	y luego le va a guardar
2748000	2750000	y listo, ya crea el equipo core
2752000	2754000	como lo esta creando dentro
2754000	2756000	de uno, entonces bueno todo ese
2756000	2758000	core por que no es ese nomo
2758000	2760000	ya
2760000	2762000	se llama así nomerado
2762000	2764000	él los enumera
2764000	2766000	pero ver
2766000	2768000	ellos los enumeran
2768000	2770000	es por un tema de
2770000	2772000	como yo de gestión de base de datos
2772000	2774000	porque ellos se inventaron un tema de
2774000	2776000	bueno, este
2776000	2778000	cada nodo va a tener un código
2778000	2780000	y luego cada equipo core tiene
2780000	2782000	un código, entonces claro si yo veo
2782000	2784000	el código
2784000	2786000	veo esto que dice COCH
2786000	2788000	y veo CR4
2788000	2790000	yo se que bueno es el equipo core 4 dentro
2790000	2792000	del nodo COCH
2792000	2794000	ah y bueno
2794000	2796000	yo se que el nodo COCH es COCH
2796000	2798000	yo se que el CR4 es este router
2798000	2800000	edificio
2800000	2802000	estamos hablando del equipo core edificio
2802000	2804000	que pertenece a COCH
2804000	2806000	y ellos hacen como que crear
2806000	2808000	estas jerarquías
2808000	2810000	por que conforme vayamos avanzando
2810000	2812000	en este punto
2812000	2814000	conforme vas avanzando entonces las jerarquías
2814000	2816000	se van manteniendo, ah bueno de hecho obtienes
2816000	2818000	precisamente esto que ves aquí
2818000	2820000	y si le sirve si
2822000	2824000	mmmmm
2824000	2826000	honestamente
2826000	2828000	para mi es innecesario
2828000	2830000	la utilidad
2830000	2832000	es más propiamente de
2832000	2834000	o como es que se supone internamente
2834000	2836000	de forma de como correlacionar todo
2836000	2838000	y bueno que por eso
2838000	2840000	que esta ahí bueno entiendo
2840000	2842000	la razón
2842000	2844000	este, pero es que de paso
2844000	2846000	mientras camino me quitaron la necesidad
2846000	2848000	del código
2848000	2850000	y de hecho por eso es que tu vas a ver que
2850000	2852000	los primeros son estos que dicen
2852000	2854000	COCH, CR1, CR2, CR3
2854000	2856000	pero luego un momento se la de ya
2856000	2858000	y ahora veo
2858000	2860000	core 6 core 11 core
2860000	2862000	22 core 23
2864000	2866000	literalmente se la de ya
2866000	2868000	no ya
2868000	2870000	ya nosotros nos guiamos por el
2870000	2872000	que es el nombre del equipo y ya
2872000	2874000	y ya
2878000	2880000	que es por ser por todo el tiempo
2880000	2882000	que se la de ya que ven conmigo porque
2882000	2884000	las caras no estudiaran, mira esto se ve todo todo el tiempo
2884000	2886000	y asociales tu el código
2886000	2888000	y era yo que meto que pente el código
2888000	2890000	por cada uno, por vaina
2890000	2892000	lo gene en la tablita para que luego a los meses
2892000	2894000	no ya no se necesite
2896000	2898000	para hacer
2898000	2900000	cuentos de vida
2902000	2904000	ok estan claras
2926000	2928000	el te dice
2928000	2930000	el equipo core
2930000	2932000	cuando es gira
2934000	2936000	le dice los equipos VLT que estan asociados
2944000	2946000	vamos a pasar
2946000	2948000	a la
2948000	2950000	o VLT
2958000	2960000	aqui pasa mas o menos lo mismo
2960000	2962000	inicialmente tenia
2962000	2964000	node equipo core
2964000	2966000	o VLT
2966000	2968000	o VLT1 o VLT2
2968000	2970000	al final hacia el ayer en general sabes que
2970000	2972000	no y VLT ya
2974000	2976000	pero
2976000	2978000	si te establece una correlacion
2978000	2980000	de que VLT
2980000	2982000	que VLT
2982000	2984000	alberga el equipo core
2992000	2994000	de forma similar
2994000	2996000	lo mas importante
2998000	3000000	la parte de abajo
3000000	3002000	si se usa
3002000	3004000	pero se usa en todo
3006000	3008000	como de todo estan en la misma configuracion
3008000	3010000	si si si
3012000	3014000	custom
3014000	3016000	custom GEMPORT y el nombre
3016000	3018000	y la vaina de esto o se usa
3018000	3020000	de hecho que lo que te dicen es como que hay unos
3020000	3022000	parámetros dentro del VLT que se llama TICOM
3022000	3024000	y cual es el TICOM
3024000	3026000	el GEMPORT se usa
3026000	3028000	y cual es el GEMPORT
3028000	3030000	gestión bueno se usa
3030000	3032000	corte y reconexión porque se usa
3032000	3034000	que esta es la parte de mira voy a portar
3034000	3036000	a los clientes
3036000	3038000	por VLT
3052000	3054000	aquí entre en una VLT
3054000	3056000	8 ALTAGRAS
3056000	3058000	voy a irme a otra
3058000	3060000	VLT
3060000	3062000	de cualquier lado
3062000	3064000	VLT
3068000	3070000	VLT y voy a agregar
3070000	3072000	si esa era una de 8
3072000	3074000	voy a agregar una de
3074000	3076000	si consigo una de 4
3076000	3078000	0 de 0
3078000	3080000	si esa era la de 4
3080000	3082000	la de 8
3082000	3084000	voy a irme a otra
3084000	3086000	una de 16
3086000	3088000	esta es una VLT de 8
3088000	3090000	8 puertos y una de 16 puertos
3090000	3092000	y ahora vamos
3092000	3094000	para el nivel
3094000	3096000	2
3106000	3108000	es que no cambia absolutamente
3108000	3110000	no
3110000	3112000	bueno este tiene el NAME SERVER INTERNET
3114000	3116000	este
3116000	3118000	no lo tiene
3118000	3120000	no lo tiene
3126000	3128000	los VLT son los que corren esos
3128000	3130000	scripts de
3130000	3132000	por Ternet
3132000	3134000	lo que se hace por Ternet lo hacen estos
3134000	3136000	porque no tenemos
3136000	3138000	bueno teníamos la API
3138000	3140000	la documentación de la API
3140000	3142000	pero como que no funciona
3142000	3144000	no se hay que revisar
3144000	3146000	hay que revisar
3146000	3148000	pero bueno
3148000	3150000	fíjate que no ha cambiado
3154000	3156000	está cambiando la gente de internet
3156000	3158000	realmente
3158000	3160000	esto igual son opciones
3160000	3162000	de ver
3162000	3164000	o sea de que
3164000	3166000	a nivel de ODO nada más
3166000	3168000	que tú ves y de que tiene
3168000	3170000	comprendido ahí entonces sabes que tiene
3170000	3172000	comprendido ahí nadie más
3172000	3174000	a nadie más le importa
3176000	3178000	o sea
3178000	3180000	una vez que le das la activa entonces se comunica
3180000	3182000	y manda al Ternet
3182000	3184000	una cosa diferente
3184000	3186000	estos valores si tienen
3186000	3188000	función si tú los editas
3190000	3192000	pero
3192000	3194000	todas nos aletezcan las cosas igual
3194000	3196000	o sea no es como que ahorita te diga
3196000	3198000	no bueno aletezco
3198000	3200000	como esta forma que hay
3200000	3202000	entonces
3202000	3204000	en ese sentido
3204000	3206000	que más bien vale la pena
3206000	3208000	es bueno
3208000	3210000	se pueden agregar todos los botoncitos si tú quieres
3210000	3212000	pero
3212000	3214000	uno solo
3214000	3216000	pegas todo lo que ves allí y que se usen las parametras
3218000	3220000	es bueno si tenerlo
3220000	3222000	activado
3222000	3224000	porque hay más funciones aquí que
3224000	3226000	justamente nosotros no estamos jugando ahorita
3226000	3228000	pero este
3228000	3230000	valdría la pena agregarlo
3230000	3232000	este
3232000	3234000	se dice por lo menos corto por fuerza
3234000	3236000	yo no
3236000	3238000	hay como varias cosas
3238000	3240000	que me pueden servir
3240000	3242000	este
3242000	3244000	que una vez teniendo
3244000	3246000	la api debería de funcionar
3246000	3248000	por aquí que dice bueno mira
3248000	3250000	vas a hacerle esto y esto a los clientes
3250000	3252000	vamos a ver
3254000	3256000	bueno habría que ver que
3256000	3258000	que se gira cada una de esas cosas
3258000	3260000	para ponerlo en su sentido
3266000	3268000	claro si
3268000	3270000	por lo menos los que están activados
3276000	3278000	a ver
3278000	3280000	yo sé que esta bastante fastidioso
3280000	3282000	pero
3282000	3284000	¿cuál es tu referencia
3284000	3286000	para eso?
3286000	3288000	lo tienes aquí en cualquier contrato
3288000	3290000	tú tienes un contrato cualquiera
3290000	3292000	y todo el contrato es cuando se crea
3292000	3294000	siempre vas a ver a
3294000	3296000	ángel hablar por su señor de aquí
3296000	3298000	que hizo la activación
3298000	3300000	este
3300000	3302000	esos parámetros que he visto allí
3302000	3304000	tindados y eso están casados
3304000	3306000	estrictamente con el tema activación
3306000	3308000	de bueno ¿cómo activa el pígato?
3308000	3310000	entonces
3310000	3312000	vas a tener este
3312000	3314000	que es el más grande mensaje
3314000	3316000	que dice como que bueno
3316000	3318000	se creó, activó el servicio
3318000	3320000	hizo todo esto y venía aquí está
3320000	3322000	la referencia
3322000	3324000	esto son los comandos
3324000	3326000	si ni siquiera responden
3326000	3328000	ahí tú le dices son los tal y
3328000	3330000	si si le ejecutó el pígato
3330000	3332000	y lanzó comandos
3332000	3334000	porque literalmente está en negro
3334000	3336000	pero ahora vamos a hacer una comparación
3336000	3338000	vamos a hacer una comparación
3338000	3340000	este
3340000	3342000	cliente
3342000	3344000	está en la VLT
3364000	3366000	este
3366000	3368000	te dice
3368000	3370000	con 8, eso lo vamos a ver luego
3370000	3372000	con 8 y 16
3372000	3374000	pero para ejemplo
3374000	3376000	ticón 1 dba max
3376000	3378000	van
3378000	3380000	ticón 1
3380000	3382000	dba max
3382000	3384000	van
3384000	3386000	bien por uno
3386000	3388000	ticón 1
3388000	3390000	bien por uno
3390000	3392000	bien por uno
3394000	3396000	eeeeh
3396000	3398000	servicio
3398000	3400000	bien por uno
3400000	3402000	bien por uno
3402000	3404000	bilan 638
3404000	3406000	la bilan 638
3406000	3408000	esto va casada con el
3408000	3410000	pond directamente
3410000	3412000	ah entonces dicen
3412000	3414000	configuraciones directas
3414000	3416000	porque si le apagó se le prende
3416000	3418000	se debería comunicarse con el console
3418000	3420000	para apagarlo primero
3420000	3422000	este
3422000	3424000	se tienen que tener los atributos en la VLT
3424000	3426000	de bueno cual son los números
3426000	3428000	pero cuando se ejecute la activación del cliente
3428000	3430000	el va a ir a la VLT y va a sacar esa información
3430000	3432000	para ejecutar el cliente
3432000	3434000	eso es lo que hace
3434000	3436000	eeeeh
3436000	3438000	entonces aquí esta la referencia de lo que hizo
3438000	3440000	hacer esto
3440000	3442000	implica activar el cliente
3442000	3444000	de una parte
3444000	3446000	osea es un botón, ese es el botón activar
3446000	3448000	que año le estamos pagando
3450000	3452000	este, luego esta
3452000	3454000	el botón, el segundo botón
3454000	3456000	es el de aprovisionar la WAN
3456000	3458000	eso es lo que el le carga a la
3460000	3462000	a la ONU
3462000	3464000	y
3464000	3466000	tambien esta por ahi el de WIFI
3466000	3468000	pero esos archivos
3468000	3470000	son tus referencias
3470000	3472000	entonces cuando vayas a ver
3472000	3474000	que es lo que se necesita para ejecutar el cliente
3474000	3476000	busca los contratos
3478000	3480000	eeeeh
3480000	3482000	ves las
3482000	3484000	activaciones que hizo
3484000	3486000	Angelo Blanco y los archivos que esten asociados
3486000	3488000	y ese es todo lo que hace
3488000	3490000	buscate cualquiera que se activa
3490000	3492000	generalmente vas a ver 3 archivos
3492000	3494000	si ves mas es porque hubo algún problema
3494000	3496000	pero realmente son dos
3496000	3498000	activación, WAN y WIFI
3498000	3500000	pero son 3 los tales aditivos
3500000	3502000	un botón que es activar
3502000	3504000	que ya no aparece porque el cliente
3504000	3506000	esta en proceso
3506000	3508000	bueno, vamos con el contrato
3508000	3510000	vamos con el contrato
3510000	3512000	bueno la activación
3512000	3514000	imagino que es la primera vez
3514000	3516000	los otros si es que modificas parámetros
3522000	3524000	si
3526000	3528000	ese botón activar
3528000	3530000	hace este primero
3532000	3534000	luego tienes
3534000	3536000	este ONU
3536000	3538000	que es el config 1
3544000	3546000	no lo veo aquí
3546000	3548000	me imagino que si
3548000	3550000	es este
3550000	3552000	este es el config 1
3552000	3554000	y este es el segundo
3556000	3558000	no veo el tercero
3558000	3560000	que es config WIFI
3560000	3562000	pero de repente
3562000	3564000	puede ser porque el ONU no es WIFI
3566000	3568000	no lo veo
3570000	3572000	eso es el que le construyeron al WIFI
3572000	3574000	no lo veo
3574000	3576000	pero bueno
3576000	3578000	puedes llevar el contrato y tomar la referencia
3578000	3580000	bajando el nominado como una gran mayoría
3580000	3582000	en ese caso
3582000	3584000	si
3584000	3586000	vamos a la OLT
3586000	3588000	a meter lo mas importante
3588000	3590000	que es lo que mas interesa
3590000	3592000	en este caso
3592000	3594000	entonces en la OLT
3594000	3596000	tenemos
3596000	3598000	la IP
3600000	3602000	y
3602000	3604000	1.1
3610000	3612000	el tipo de conexión lo voy a colocar
3620000	3622000	sabemos que ahorita esta nada mas
3622000	3624000	un portal
3624000	3626000	y todos son portales de origen
3626000	3628000	pero bueno, normalmente se cambia de API
3634000	3636000	no hay que avisarle también cual
3640000	3642000	cual radius
3642000	3644000	este señor no habla con un radius
3648000	3650000	seria ideal
3650000	3652000	por temas de usuario
3652000	3654000	pero
3656000	3658000	creo que las baletas no soportan autentica
3658000	3660000	clienta o usuario
3660000	3662000	osea el administrador
3662000	3664000	creo que no la verifican por radius
3664000	3666000	sino otra cosa llamada TAC
3666000	3668000	que basicamente es lo mismo radio
3668000	3670000	pero que si trata
3670000	3672000	pero no
3672000	3674000	en lo que no estamos hablando
3676000	3678000	este
3678000	3680000	vamos a darle primer
3680000	3682000	segundo
3682000	3684000	este
3684000	3686000	usuario
3694000	3696000	y que diferencia hay cuando
3696000	3698000	es equipo core y equipo score
3700000	3702000	ya voy a eso
3708000	3710000	de hecho
3710000	3712000	eso es lo mas importante
3712000	3714000	no? eso no importa
3714000	3716000	voy a agregarle el tercer punto
3716000	3718000	que es el programa de conexión
3726000	3728000	programa de conexión
3730000	3732000	porque precisamente
3732000	3734000	esto esta bien
3734000	3736000	o no trata de hablar con
3736000	3738000	con la baleta
3738000	3740000	a ver si le llega, a ver si se conecta
3740000	3742000	y de hecho lo que hace probar conexión es que
3742000	3744000	que el como que
3744000	3746000	entro, lanzo unos comanditos
3746000	3748000	y luego se salió
3748000	3750000	ah bueno, pudo entrar sin problemas
3750000	3752000	y entonces verifica
3752000	3754000	esa es la forma de ver que tiene comunicación literalmente
3754000	3756000	conectarse por telnet
3756000	3758000	ah pudo entrar, sali
3758000	3760000	ponemos algo mismo
3760000	3762000	este el negro
3762000	3764000	no funciona
3764000	3766000	ah
3766000	3768000	la pregunta que me hiciste
3768000	3770000	que pasa?
3770000	3772000	este
3772000	3774000	tu puedes tener
3774000	3776000	este señal
3778000	3780000	por uno
3780000	3782000	por dos
3782000	3784000	por tres
3790000	3792000	huele
3794000	3796000	este
3796000	3798000	este es un área
3798000	3800000	si, de hecho existe
3800000	3802000	este
3802000	3804000	donde una misma baleta es
3804000	3806000	compartida por varios core
3808000	3810000	eso es por esta, parece
3810000	3812000	el equipo core, de hecho
3812000	3814000	de ellos pusieron como que los dos
3814000	3816000	pero es porque inicialmente
3816000	3818000	ellos colocaban como que una baleta
3818000	3820000	nada mas tenia que estar casada con un core
3820000	3822000	pero luego
3822000	3824000	de hecho hay nueve denominas
3824000	3826000	si puedes estar con varios core
3826000	3828000	pero no como ahora en el video
3828000	3830000	sino como ahora en otro video
3830000	3832000	uno que es equipo core y otro que es equipo core
3838000	3840000	este pero si puedes tener
3840000	3842000	este escenario
3844000	3846000	eso también al nivel de administración
3846000	3848000	tampoco al huele
3848000	3850000	le importa o si le importa?
3850000	3852000	la parte que importa
3852000	3854000	la manejamos nosotros internamente
3854000	3856000	osea ya es un tema
3856000	3858000	eso si es netamente configuración
3858000	3860000	que nosotros hacemos para que al nivel de servicio
3860000	3862000	este los clientes puedan entrar
3862000	3864000	por uno, por otro, por otro, pero nosotros
3864000	3866000	internamente en los routers
3866000	3868000	si, si porque de hecho
3868000	3870000	lo que hacemos es que ponemos a los
3870000	3872000	routers
3872000	3874000	a manejar las mismas
3874000	3876000	villains donde esta el ambiente
3876000	3878000	a manejar, osea como que
3878000	3880000	cualquiera de los equipos core este
3880000	3882000	capacitado de manejar a los clientes
3882000	3884000	por un tema de redundancia
3884000	3886000	de repente te falla un equipo core
3886000	3888000	le levantan por el otro y los clientes se ponen sol
3890000	3892000	pero es una configuración que se hace en
3892000	3894000	los equipos core y de hecho
3894000	3896000	se suele poner un pichecito en el medio
3896000	3898000	para hacer esa gestión
3900000	3902000	pero es una configuración
3902000	3904000	que hacemos nosotros
3904000	3906000	ahorita ahorita
3906000	3908000	no es para nada
3908000	3910000	relevante
3910000	3912000	lo único es un tema netamente
3912000	3914000	como dijiste administrativo de saber que bueno
3914000	3916000	la estabilidad puede depender
3916000	3918000	de cualquiera de estos equipos
3920000	3922000	por un tema de gestión, osea al final
3922000	3924000	ese tipo de cosas tienen valor
3926000	3928000	que yo entre
3928000	3930000	por ejemplo un nodo
3930000	3932000	voy a decir cualquier cosa
3936000	3938000	y en alta gracia
3938000	3940000	como no
3940000	3942000	y en alta gracia
3942000	3944000	bueno yo puedo hacer agrupar
3944000	3946000	por
3948000	3950000	yo puedo hacer esto
3950000	3952000	agrupar clientes por equipos core
3952000	3954000	la agrupación
3954000	3956000	de los clientes que
3956000	3958000	según están en el access 1
3958000	3960000	según están en el access 2
3960000	3962000	ah yo el primer caja
3962000	3964000	así que si los clientes pueden levantar
3964000	3966000	con cualquier core 1 o 2
3966000	3968000	y uno le te puede depender de varios core
3968000	3970000	porque me están diciendo que unos clientes
3970000	3972000	me aparecen en un core y otro en otro
3972000	3974000	porque
3974000	3976000	esto te lo estoy indicando
3976000	3978000	según
3978000	3980000	debería estar normalmente
3980000	3982000	provisional
3982000	3984000	es decir, si todo está bien
3984000	3986000	los clientes deberían estar distribuidos de esta manera
3988000	3990000	si haces esa distribución de cara
3990000	3992000	pero al mismo tiempo lo letes por esta casa
3992000	3994000	ah si
3994000	3996000	yo puedo hacer agrupar por
3998000	4000000	si le digo a los 2
4000000	4002000	ah bueno
4010000	4012000	voy a hacer una prueba rapido
4012000	4014000	porque no me ha hecho
4014000	4016000	y si yo le digo equipo core
4016000	4018000	y luego le digo agrupar vlt
4018000	4020000	y las correlaciones
4020000	4022000	pero
4022000	4024000	access 1
4028000	4030000	el access 1
4030000	4032000	tiene la let de 8 octagrax
