start	end	text
2811840	2819840	Que aquí no hay más IP disponible en ese segmento de red, no hay más.
2819960	2844960	Entonces, como esto me está diciendo a mi que no hay más segmento de red, pero yo estoy usando un protocolo que si me permite, entonces ya yo sé que es lo que voy a buscar.
2845080	2847080	¿Y dónde lo voy a buscar?
2848080	2850080	Porque mi pasarela es esta.
2852080	2854080	Mi pasarela es esta.
2855080	2862080	Entonces, todo lo que yo no consiga en esta red, lo voy a buscar aquí y él lo va a buscar afuera.
2862200	2867200	Bueno, esto era más indicado cómo trabajan en este odu normal.
2867200	2871200	Entonces, es como que no tienen muchos cambios con respecto a este odu.
2872200	2874200	Cambios por ahora no.
2876200	2880200	Después sí vamos a pasar a un protocolo que se llama...
2881200	2883200	Que se llama...
2883320	2885320	Muy similar a eso.
2892320	2895320	Que va a ser uso de las mismas rancos IP.
2896320	2898320	Sí, claro.
2898440	2901440	Entonces así como requerimientos especiales no tienen.
2903440	2905440	No tienen.
2913440	2915440	No tienen nada de los mismos.
2916440	2918440	No tienen nada de los mismos.
2918440	2920440	es correcto
2924440	2928440	entonces así como requerimientos especiales no tienen?
2928440	2930440	requerimientos especiales
2932440	2943440	como decir, no, que quiero esto en el formulario, quiero esto que se conecte con el LTE desde acá y que haga esto
2943440	2945440	no, tiene que ser esto, tal cual
2946440	2957440	porque estas cajas NAB, estas mangas y estas cajas NAB, estas cajas NAB que están aquí, las carga Proyecto
2959440	2963440	ellos las cargan y cuando la cargan la deben de casar
2970440	2972440	caja NAB
2976440	2985440	ellos le ponen si tiene, osea ellos le ponen el nombre, le ponen el puerto, de cuanto es la NAB
2989440	2991440	si tiene split secundario no
2992440	2994440	donde esta la, cual es la ubicación
2995440	2997440	si esta activa no
3000440	3004440	ellos la, de aquí ellos la van levantando, la van levantando, la van levantando
3006440	3014440	entonces lo que dices del proceso de instalación tambien esta todo ya hecho acá
3015440	3024440	fíjate ve, ellos aquí te dicen, el split secundario ya ellos ponen aquí a quien pertenece
3024440	3031440	es el split secundario del PON15 de la OLTA1 del parque central
3036440	3038440	yo me voy aquí
3042440	3044440	me dice 1-8
3046440	3049440	puerto de tarjeta OLT, splitter
3050440	3052440	tiene 5 cajas NAB
3054440	3057440	quitan las 5 cajas NAB, conectadas a ese split
3065440	3069440	hay un plato, pero hay un tema de conexión
3086440	3091440	aquí debería, por ejemplo como es un, esto es un edificio
3091440	3093440	aquí debería en alguna parte decir, mira
3094440	3100440	piso tal, caja en el puerto de basura, está en azotea, urbano
3100440	3102440	que paso cuento
3102440	3106440	acá por un momento para el coche he llevado la plancha a colocarla en la tanquilla
3106440	3108440	ya la corte, ya no tengo lista
3108440	3112440	yo no la he pintado, no la he colocado, no he identificado la pintura
3112440	3116440	yo no he trabajado, me he colocado la tanquilla para proteger la mano
3117440	3120440	pero eso no tiene
3123440	3125440	eso no está hecho con cemento
3126440	3130440	si, pero la plancha que le he colocado es de planchas triadas
3131440	3133440	la corte a la media porque ya la trajeron
3133440	3138440	pero con el agua y la vaina va a caer en desgracia
3139440	3144440	como caen todas las tanquillas, entonces eso es una lámina triada
3144440	3146440	eso no es cualquier lámina
3147440	3150440	yo creo que te mueres tu memoria y esa lámina todavía está ahí
3152440	3154440	esperemoso, gracias chau
3155440	3158440	yo le digo pasar, ya llueve ese caramelo
3163440	3165440	bueno, dale pues, está bien
3172440	3176440	ok, entonces fíjate, aquí es donde se va casando, por eso es que tienes que saber esto
3177440	3181440	para que lógicamente tú las puedas ir casando una con otra
3182440	3185440	bueno, pero eso sabe el que está instalando, no?
3186440	3190440	eso lo sabe el proyecto, es correcto, el proyecto el que tiene que decírtelo
3190440	3194440	pero tú tienes que saberlo para poderlo relacionar a nivel de base de datos
3194440	3197440	o como lo vas a mostrar allí
3199440	3206440	bueno, si eso igual va a ser un rollo porque hay información allá en el Tomodata
3206440	3211440	en el Tomodata, en Excel y como que tienen distintos nombres
3214440	3221440	y tienen distintas, se puso a graficar las coordenadas que están en Ogo
3221440	3226440	y están en lugares muy equivocados
3227440	3229440	entonces tienes que saber cómo ir todo eso
3229440	3235440	sí, bueno, eso ya hay que sentarte con la gente del proyecto que yo te clarifiquen esa información
3238440	3240440	pero del lado de nosotros es este
3241440	3244440	y esto entra dentro del proceso de mantener
3245440	3249440	y de instalación, porque en la instalación yo hago esto
3250440	3255440	en la instalación yo le digo, eh, para tú perteneces a esto, él me trae todo lo demás, le digo dónde va a ir
3255440	3258440	sí, fíjate
3260440	3263440	yo le digo, este es el parque central
3267440	3272440	¿verdad? entonces yo le digo, mira, este es el Movedano
3279440	3283440	Movedano, piso 16
3285440	3288440	vamos
3300440	3306440	este es el Movedano, bueno, yo voy a agarrar cualquiera porque realmente no sé dónde, en qué piso está
3307440	3312440	fíjate, yo le digo, pero está en el Movedano
3313440	3317440	y automáticamente él me trae todo lo demás, todo
3337440	3344440	esto lo único que hago aquí es poner, cuando voy a instalar, el serial de la ONU
3345440	3349440	el modelo de la ONU, asignar la IP
3350440	3353440	le doy guardar, le doy aquí activar
3356440	3359440	después que le doy activar, me voy aquí a gestión de ONU
3360440	3363440	pongo aquí el nombre de la red
3364440	3366440	WIFI
3367440	3370440	la clave que quiere el cliente
3372440	3374440	le doy
3375440	3378440	y ya, ese es todo lo que llevamos
3379440	3381440	no hago nada
3383440	3386440	entonces se lo mandan por WhatsApp
3387440	3389440	se usa WhatsApp para todo eso
3390440	3395440	sí, lo ideal aquí es que esta parte de aquí
3396440	3398440	esta parte de aquí
3399440	3401440	y esta parte de aquí
3402440	3404440	la tenga ya el instalador
3404440	3408440	el instalador entra, busca el número del contrato
3413440	3415440	llena la data técnica
3417440	3420440	llena toda la data técnica, le da activar
3421440	3423440	luego viene aquí
3424440	3426440	configura su red WIFI porque él está con el cliente
3427440	3430440	mira que red WIFI quiere, ah yo quiero la red WIFI y tal
3434440	3436440	le pone la contraseña
3437440	3439440	lo cambia aquí
3440440	3442440	el tipo quedó activado
3444440	3447440	ya no hace falta mandar y llamar a nadie
3448440	3450440	ya no hace falta mandar nada por WhatsApp
3451440	3453440	ya no falta nada
3455440	3457440	y está obligado
3458440	3461440	el instalador está obligado a hacerlo, ¿por qué?
3464440	3467440	porque si yo no le da al botón activar
3469440	3471440	no va a tener internet
3477440	3478440	¿lo ves?
3479440	3481440	o sea, no va a tener internet
3483440	3485440	de como no va a tener internet
3486440	3488440	él está obligado a darle al botón activar
3494440	3495440	joder
3496440	3498440	más ahí de otro
3499440	3502440	por eso que lo ideal es que el técnico lo tenga
3503440	3505440	ah sí, tengo internet, ah ya todo listo
3506440	3508440	carga las fotos en el sistema
3510440	3512440	mira aquí me dio IPv6 y aquí me dio el plan
3513440	3516440	ya listo, chau, me voy, sigo con el siguiente cliente
3524440	3526440	por eso tiene que ser el procesor
3527440	3529440	sumamente automatizado
3534440	3535440	bueno
3542440	3545440	¿estamos claros? ¿seguro?
3547440	3549440	¿alguna duda? ¿alguna pregunta?
3551440	3552440	¿alguna observación?
3553440	3556440	no, entonces me seguiré guiando por el doctor
3560440	3564440	si has visto que actualizaron en el otro
3565440	3568440	no, no, el que estaban haciendo ustedes yo no lo he visto
3569440	3571440	no, que estaban aquí el 18
3572440	3574440	no, yo no he visto nada tampoco de eso
3576440	3578440	no he visto nada de eso
3583440	3584440	entonces
3585440	3587440	para mantener la plataforma
3588440	3591440	es simplemente si el cliente me llama y me pide el saldo
3592440	3594440	el saldo yo lo veo aquí
3595440	3598440	si yo quiero ver si la factura se generó o no se generó
3599440	3602440	vamos, un contrato viejo
3602440	3603440	contrato viejo
3608440	3611440	contrato viejo, si yo quiero lo doy aquí
3612440	3614440	y aquí yo veo cuáles son las facturas que le ha pagado
3616440	3618440	le ha pagado todas estas facturas
3623440	3626440	aquí veo el monto que tiene vencido
3628440	3630440	o sea lo que debe ser
3631440	3633440	o sea lo que debe ser
3640440	3642440	y aquí, cortar si lo quiero cortar
3643440	3645440	reconectar si lo quiero reconectar
3646440	3650440	aquí pin, para ver si el equipo está activo o no está activo
3651440	3655440	bueno, en este caso el Estatue LT no entra porque esto es inalámbrico
3656440	3657440	si
3658440	3660440	aquí es un test de velocidad
3661440	3664440	como te dijiste de eliminar servicios, yo lo doy ahí
3665440	3667440	ya el tipo se desconecta, pierde servicio
3668440	3670440	se pierde el contrato, todo
3671440	3673440	cómo manejan el valor de las divisas
3674440	3676440	cuánto tienen que pagar cada mes
3677440	3678440	distinto
3680440	3682440	servicio recurrente
3683440	3685440	25
3687440	3692440	y eso le da un monto en bolívares que cambia todos los días a través de la tasa de cambio
3693440	3695440	es como una variable global que tiene
3696440	3697440	como una variable global
3697440	3698440	o sea como que
3699440	3703440	esto se conecta a través de la API al Banco Central
3704440	3705440	y se trae este valor
3707440	3709440	fíjate, como voy aquí
3710440	3712440	tengo un histórico
3714440	3716440	pero este por API del Banco Central
3719440	3721440	sí, me traigo ese valor
3723440	3726440	eso lo multiplica por esto y le da un monto en bolívares
3740440	3743440	y bueno, aquí el monto en sí es lo que debe experimentar
3744440	3746440	vamos a buscar a alguien que dé
3749440	3751440	de estos activos
3754440	3755440	estos son
3756440	3757440	contratoros
3758440	3759440	vamos a buscar aquí
3762440	3763440	ah, yo sé
3764440	3765440	servicio
3765440	3766440	servicio
3768440	3771440	entonces, servicio técnico rey
3772440	3773440	este
3775440	3776440	este que te dije, fíjate
3777440	3779440	él no ha pagado a este mes
3780440	3782440	si yo me voy aquí, yo le doy aquí
3783440	3785440	él me dice, mira, factura pendiente
3786440	3788440	septiembre, facturas pagadas
3790440	3792440	abril, mayo, junio, julio, agosto
3793440	3795440	monto en bolívares
3796440	3799440	este es el monto en bolívares según la multiplicación de esto
3806440	3808440	ok, igualmente hace con todos los demás
3810440	3812440	con todos los demás clientes
3813440	3815440	pero este valor es el que se refleja
3818440	3820440	ah, vamos a buscar a alguien
3822440	3824440	eeeeh
3841440	3842440	aquí
3844440	3845440	ah, bueno, él no dice
3847440	3849440	coño, que tengo mucho el público como busco yo
3852440	3854440	eeeeh, como busco yo que tengo el público
3859440	3860440	vamos a buscar por
3866440	3867440	y así nada
3877440	3879440	pero lo que sé es que aquí no me va a salir
3882440	3883440	no
3897440	3898440	bueno
3899440	3901440	hay unos que tienen IP pública
3902440	3903440	ok
3912440	3913440	vamos a ver aquí
3936440	3937440	ok
3938440	3939440	vamos a ver aquí
3939440	3940440	este que tiene
3942440	3944440	fíjate, él tiene su servicio
3945440	3946440	de internet
3947440	3948440	más un servicio IP público
3949440	3951440	esto tiene un precio, esto tiene otro precio
3952440	3953440	y esto suma
3955440	3956440	aquí
3957440	3958440	esto es un prorrateo lo que tiene aquí
3959440	3960440	porque está recién instalado
3970440	3971440	eeeeh
3972440	3974440	esto lo instalaron el 27 de agosto
3977440	3979440	entonces lo que se refleja aquí son los días
3980440	3981440	del prorrateo
3983440	3985440	los días usados hasta el primero
3987440	3988440	ok
3989440	3990440	entonces
3990440	3991440	eeeeh
3997440	3999440	igualmente la multiplicación te da el resultado
4001440	4002440	el prorrateo
4003440	4004440	ajá
4005440	4007440	y esto se captura por los meses
4008440	4010440	el que publica se cobra todos los meses
4011440	4012440	el servicio se cobra todos los meses
4021440	4022440	dale
4022440	4023440	chévere
4024440	4025440	ajá
4025440	4026440	alguna otra duda
4028440	4029440	no
4030440	4031440	está claro
4032440	4033440	está claro con esto no
4034440	4036440	no, de tener más requerimientos no
4037440	4038440	el requerimiento es eso
4039440	4040440	puedes mantener la plataforma
4041440	4043440	puedes ir instalando
4045440	4046440	porque
4047440	4049440	cómo hacemos, paramos el servicio hasta que
4050440	4052440	instalaciones hasta que Odo vuelva a estar
4053440	4054440	no podemos
4055440	4056440	tiene que estar todo
4057440	4058440	tiene que estar todo en la mano
4061440	4063440	porque están relacionados una cosa con la otra
4070440	4071440	hace su ticket
4073440	4074440	porque él llamó
4074440	4075440	y dijo mira no me
4076440	4077440	no me está llegando el plan
4077440	4078440	Katjuska lo atendió
4079440	4080440	le creó un ticket
4080440	4081440	le hizo una certificación de plan
4083440	4084440	Anthony
4085440	4086440	lo atendió
4086440	4087440	por un caso de soporte
4090440	4091440	está creyendo
4091440	4092440	IP pública
4096440	4097440	entonces
4097440	4098440	con esto
4098440	4099440	le hicieron un cambio de equipos
4100440	4101440	le van a hacer un cambio de equipos
4101440	4102440	perdón
4103440	4104440	entonces aquí
4104440	4105440	en este ticket cambio de equipos
4105440	4107440	aquí están los equipos que le vamos a
4112440	4114440	ponemos cuáles son los equipos que se van a conectar
4116440	4117440	se le pone toda la información
4119440	4121440	con estos botones se elimina el equipo anterior
4123440	4124440	se cambia el equipo
4125440	4126440	y se agrega el nuevo equipo
4133440	4134440	fíjate aquí
4135440	4136440	aquí María
4137440	4138440	le editó la facturación recurrente
4141440	4142440	le agregó esto
4143440	4144440	y la IP pública
4147440	4148440	esto es lo anterior
4148440	4149440	esto es lo nuevo
4154440	4155440	aquí
4157440	4158440	es para gestión de IP
4159440	4160440	cambiar de una IP pública
4161440	4162440	a otra IP pública
4162440	4163440	de una IP privada
4163440	4164440	a otra IP privada
4165440	4166440	de una IP privada
4166440	4167440	a una IP pública
4167440	4168440	de una IP pública
4168440	4169440	a una IP privada
4170440	4171440	todos esos cambios se hacen ahí
4173440	4174440	todo se hace a través de un ticket
4181440	4182440	este caso administrativo
4182440	4183440	seguramente
4184440	4185440	está reportando un pago
4194440	4195440	aquí en este caso
4196440	4198440	está solicitando la IP pública
4198440	4201440	mira, estoy formalmente diciendo que me ponga la IP pública ya
4207440	4209440	pero aquí yo puedo tener un tema
4209440	4210440	un tema de
4212440	4213440	de pagos
4213440	4214440	registrar los pagos
4215440	4217440	mira, la persona que hizo un pago
4219440	4220440	porque la persona llama por aquí
4220440	4221440	porque la persona llama por aquí
4227440	4228440	la persona escribe aquí
4230440	4231440	fíjate
4231440	4232440	quiero reportar un pago
4238440	4239440	él pasó el pago
4240440	4241440	esto
4241440	4242440	yo lo tomo
4245440	4246440	le creo
4246440	4247440	le creo un ticket
4247440	4248440	le creo un ticket
4249440	4250440	y en ese ticket
4251440	4252440	yo le genero el pago
4254440	4255440	y le digo a la administración
4255440	4256440	para revisar el pago
4257440	4258440	ellos verifican
4259440	4260440	mira, si
4261440	4262440	cita la cuenta
4262440	4263440	no está
4263440	4264440	si es como dice el cliente
4264440	4266440	y le hacen el proceso manualmente
4267440	4268440	de la factura del pago
4271440	4272440	ok
4274440	4275440	pero todo eso viene por aquí
4277440	4278440	ok
4286440	4287440	ya
4289440	4290440	mira Rubén
4290440	4291440	ese caso
4291440	4293440	que tiene 22 minutos
4296440	4297440	de Kenderling
4302440	4304440	asigné esos tres casos que están ahí
4307440	4308440	ok
4314440	4315440	chévere
4315440	4316440	dale
4317440	4318440	entonces está listo
4322440	4324440	necesitas ver algo de
4324440	4325440	IPOE
4325440	4326440	de IPOE
4327440	4328440	necesitas ver algo de eso
4329440	4330440	en qué se diferencia
4330440	4331440	de fotos y ahorita
4331440	4332440	a la micronofilación
4332440	4333440	es de
4333440	4334440	rango tipo S
4337440	4339440	o el sistema va a hacer algo
4339440	4340440	a través de esos
4340440	4341440	protocolos
4341440	4342440	no
4342440	4344440	no, el sistema no va a hacer nada
4344440	4345440	simplemente asina IP
4345440	4346440	quita IP
4347440	4348440	pon el servicio
4348440	4349440	ah bueno
4349440	4350440	ah por cierto
4350440	4351440	permíteme ir
4351440	4352440	porque hay algo aquí
4352440	4353440	que no te
4353440	4354440	que no te he explicado
4356440	4357440	hay algo que no te he explicado
4357440	4358440	ahorita que metí a Forda
4360440	4361440	mira
4364440	4365440	aquí tienes jodos
4368440	4369440	verdad
4371440	4372440	aquí tienes el radius
4375440	4376440	y aquí tienes
4377440	4378440	el microtip
4381440	4382440	sí
4382440	4383440	o el router
4383440	4384440	como lo quieras ver
4387440	4388440	el usuario
4391440	4392440	verdad
4394440	4395440	hace un set
4395440	4396440	de lo que nosotros
4396440	4397440	tratamos de
4398440	4399440	el plan
4400440	4401440	donde está conectado
4403440	4404440	la IP
4404440	4405440	todo eso
4405440	4406440	esos datos que nosotros vimos
4406440	4407440	que le colegamos allí
4408440	4409440	y Odo
4410440	4411440	le manda
4412440	4413440	ah porque aquí no falta
4414440	4415440	no falta la WLT
4417440	4418440	Odo
4418440	4419440	le manda
4419440	4420440	al radius
4421440	4422440	qué información
4424440	4425440	el usuario
4426440	4427440	clave
4429440	4430440	eso para crearlo
4430440	4431440	en el momento de la instalación
4431440	4432440	el plan
4433440	4434440	la IP
4437440	4438440	ok
4441440	4443440	eso se lo manda al radius
4444440	4445440	simultáneamente
4446440	4448440	le manda a la WLT
4448440	4449440	qué datos
4453440	4454440	el serial
4455440	4456440	de la ONO
4458440	4459440	el modelo de la ONO
4465440	4466440	en qué PON
4467440	4468440	lo va a colocar
4469440	4470440	y en qué ONO
4471440	4472440	ID
4472440	4473440	va a quedar
4477440	4478440	ok
4480440	4481440	más allá
4484440	4485440	ok
4498440	4499440	fíjate
4502440	4503440	configura esto
4504440	4505440	por cada ONO
4506440	4507440	qué configura
4509440	4510440	el TECOM
4511440	4512440	sí
4512440	4513440	dos valores del TECOM
4514440	4515440	los valores
4517440	4518440	los valores del GEMPORT
4524440	4526440	esto ahorita lo está haciendo con el SSH
4527440	4528440	el valor del service
4529440	4530440	sí
4532440	4533440	aquí en el service
4533440	4534440	yo pongo que VLAN pertenece
4535440	4536440	en el GEMPORT
4537440	4538440	no lo pongo
4541440	4542440	ok
4543440	4544440	en el SERVICE PORT
4544440	4545440	porque este es SERVICE
4546440	4547440	y este es SERVICE
4547440	4548440	y luego viene
4548440	4549440	SERVICE
4550440	4551440	PORT
4554440	4555440	le pongo cuál es la VLAN
4558440	4559440	el PORT VLAN
4559440	4560440	los valores de la VLAN
4571440	4572440	los valores del DHCP
4590440	4591440	el SECURITY
4602440	4603440	ah
4604440	4605440	WIFI
4606440	4607440	y los valores de WIFI
4609440	4611440	entonces eso lo llenas en el formulario del
4611440	4612440	claro
4614440	4615440	del OLT
4615440	4616440	es correcto
4620440	4622440	y algunos específicos en el contrato
4623440	4624440	fíjate
4626440	4627440	yo le dije la caja NAC
4628440	4630440	eso no va contra el OLT
4631440	4632440	no va contra el
4632440	4633440	contra el RADIUS
4634440	4635440	fíjate que nada de esto
4637440	4638440	esto nada más va contra esto
4639440	4640440	yo le digo mira
4640440	4641440	en qué PON
4643440	4644440	qué ONO ID
4644440	4645440	y en qué puerto
4646440	4647440	sí
4648440	4649440	la IP
4649440	4650440	va contra esto
4653440	4654440	el serial de la ONU
4655440	4656440	y el modelo de la ONU
4656440	4657440	va contra esto
4658440	4659440	fíjate que
4659440	4660440	serial de la ONU, modelo de la ONU
4661440	4662440	qué PON
4662440	4663440	en qué PON
4664440	4665440	sí
4665440	4666440	¿lo ves?
4668440	4670440	esto no lo estoy usando
4671440	4672440	ni para esto ni para esto
4675440	4676440	ahora
4677440	4678440	voy aquí
4678440	4680440	configuración de WIFI
4682440	4684440	configuración de WIFI
4685440	4686440	es dual band
4686440	4687440	este es el nombre de la red
4688440	4689440	esta es la contraseña
4690440	4691440	para la WIFI
4692440	4693440	¿sí?
4694440	4696440	la configuración de la WAN
4699440	4701440	son los valores que yo mandé para acá
4701440	4702440	acá
4705440	4706440	que aquí yo le digo
4706440	4707440	cuál es el usuario
4707440	4708440	cuál es la clave
4708440	4709440	fíjate
4710440	4711440	aquí yo le estoy diciendo
4714440	4715440	calidad de servicio
4715440	4716440	deshabilitado
4718440	4719440	LMTU
4720440	4722440	cómodo el método de conexión por PPOE
4723440	4724440	¿sí?
4724440	4725440	si tiene PPOE proxy
4726440	4727440	habilitado o no
4728440	4729440	el usuario
4729440	4730440	que es el número del contrato
4732440	4733440	la contraseña
4733440	4734440	que es la cédula
4736440	4737440	¿sí?
4737440	4739440	el usuario es igual al número
4740440	4741440	del contrato
4744440	4746440	la clave es igual
4747440	4748440	a la cédula
4752440	4753440	¿sí?
4755440	4756440	le habilitó el NAND
4758440	4760440	los valores de IPv6
4762440	4763440	fíjate
4763440	4764440	le digo cuál es la VLAN
4768440	4769440	le digo cuál es la VLAN
4769440	4770440	porque es lo que voy a usar aquí
4775440	4778440	la VLAN la uso solamente en esto
4785440	4786440	¿sí?
4792440	4793440	eso es todo
4800440	4801440	chévere
4804440	4805440	entonces
4805440	4806440	y ahí es donde están los datos
4806440	4807440	todos los datos que yo pongo aquí
4808440	4809440	son los datos que yo voy a utilizar
4809440	4811440	para hacer esto y para hacer esto
4812440	4813440	ahora bien
4814440	4815440	tú dices bueno pero
4815440	4817440	¿y en el micro T qué estás haciendo?
4818440	4820440	en el micro T nosotros simplemente
4820440	4821440	declaramos un profile
4822440	4823440	y le decimos a él
4823440	4824440	mira
4825440	4826440	ese profile
4828440	4829440	va a buscar la información
4829440	4830440	en el RADIUS
4830440	4831440	cuando un cliente
4832440	4834440	cuando un cliente venga aquí
4834440	4835440	a través de la OLT
4835440	4837440	que se quiera conectar aquí
4839440	4840440	él no le va a pasar información aquí
4841440	4842440	sino que el cliente
4843440	4844440	esto es una pasarela en ese caso
4846440	4847440	viene aquí el cliente
4851440	4852440	se conecta
4853440	4854440	a través de la OLT
4856440	4857440	¿verdad?
4857440	4858440	porque eso me lleva a conexión
4859440	4860440	pasa en el micro T
4860440	4861440	en el micro T
4861440	4862440	consulta RADIUS
4862440	4863440	¿qué consulta?
4863440	4864440	esto
4867440	4868440	porque
4868440	4869440	la VLAN y todo eso
4869440	4870440	ya viene
4870440	4871440	identificada por acá
4873440	4874440	eso es algo transparente
4877440	4878440	transparente para ODO
4878440	4879440	transparente
4879440	4880440	transparente para RADIUS
4882440	4883440	esto solamente lo hablan ellos dos
4888440	4889440	ok
4890440	4891440	entonces
4891440	4892440	ya de ahí
4892440	4893440	lo que hace es retornar
4895440	4896440	¿qué información?
4896440	4897440	ah bueno mira
4897440	4898440	créale una Q
4902440	4903440	X
4904440	4905440	y
4905440	4906440	él va a tener
4906440	4907440	una IP
4908440	4909440	X
4909440	4910440	que es la definida aquí
4911440	4912440	el plan
4912440	4913440	es igual a la cola
4926440	4927440	chévere
4937440	4938440	estas son las colas
4949440	4950440	entonces
4950440	4951440	este cliente tiene una cola
4951440	4952440	de 100
4952440	4953440	200
4953440	4954440	200 de descarga
4954440	4955440	100 de
4955440	4956440	subida
4963440	4964440	esto va atado
4965440	4966440	al plan
4967440	4968440	que es lo mismo
4983440	4985440	pero eso que yo estoy poniendo ahí
4985440	4986440	no sé
4992440	4993440	esto
4993440	4994440	nada de esto
4995440	4996440	se define aquí
4998440	4999440	si no está
5000440	5001440	conectado al cliente
5005440	5006440	que yo aquí
5007440	5008440	le digo mira
5010440	5011440	fíjate yo aquí le digo
5011440	5012440	a través de RADIUS
5013440	5014440	mira toda la información
5015440	5016440	ve buscarla ahí en el RADIUS
5018440	5019440	todo esto
5019440	5020440	búscalo en el RADIUS
5021440	5023440	yo simplemente le digo mira
5023440	5024440	este cliente
5024440	5025440	o sea
5025440	5026440	el cliente se conecta aquí
5027440	5028440	y dice
5028440	5029440	yo soy fulano de tal
5029440	5030440	no sé qué
5030440	5031440	ok dame un momento
5031440	5032440	él viene aquí
5033440	5034440	a RADIUS le dice
5034440	5035440	mira fulano de tal
5035440	5036440	clave de tal
5036440	5037440	si
5038440	5039440	si lo tengo
5040440	5041440	dame los valores
5042440	5043440	le dice bueno este es el plan
5043440	5044440	esta es la IP
5044440	5045440	y lo retorno
5046440	5047440	y él
5047440	5048440	crea la cola
5048440	5049440	y la IP
5054440	5055440	tal cual así
5057440	5058440	ok
5061440	5062440	está asustado
5076440	5077440	ok
5077440	5078440	chévere
5079440	5080440	alguna duda
5081440	5082440	alguna pregunta
5087440	5088440	ok
5107440	5108440	hey Joey
